146.1325 -55.6480 3385269.8 -26493039.38  3.242  2.607  51  54  52  62 367261.   0.000   0.000 14.6463  86.895  86.895  103.58 3    96    88   104    80  1804  1582 12.88
146.1202 -55.5965 3385310.2 -26493038.38  2.611  2.452  51  54  52  62 367241.   0.000   0.000 14.6463  86.895  86.895  103.58 3    64    80    72    56  1804  1582 12.88
146.1079 -55.5449 3385368.0 -26493037.38  2.838  2.591  50  54  52  61 367205.   0.000   0.000 14.6455  86.809  86.809  103.58 3   104    88   120    88  1804  1582 12.88
