P,urn:nasa:pds:orex.ocams:data_reduced:20160919t162205s722_map_l1pan_v031.fits::1.0
P,urn:nasa:pds:orex.ocams:data_reduced:20160919t162218s417_map_l1pan_v031.fits::1.0
