         EVT_NUM      EVT_LENGTH             DOY             MON             DAY            YEAR            HOUR             MIN             SEC             MET    ORBIT_NUMBER             ALT             LAT             LON          LOCALT        BETA_ANG        SUN_DIST   PERIAPSIS_LAT   EVT_LENGTH_MI              SN          BP_TOT          BP_LOW
     1.000000000     9.000000000     84.00000000     3.000000000     25.00000000     2011.000000     1.000000000     55.00000000     29.62561989     209505573.0     14.00000000     408.5436707     28.60083580     224.8604431     3.030277729     41.13009262     48637408.00     59.23259354     3.000000000   -0.3153119683     319.1000061     102.4400024
     1.000000000     9.000000000     84.00000000     3.000000000     25.00000000     2011.000000     1.000000000     56.00000000     19.65121841     209505623.0     14.00000000     453.6546936     25.12460136     225.4086151     3.066944361     41.13322830     48637872.00     59.23259354     3.000000000     10.15142536     331.4200134     112.0199966
     1.000000000     9.000000000     84.00000000     3.000000000     25.00000000     2011.000000     1.000000000     57.00000000     9.590396881     209505673.0     14.00000000     502.7066345     21.75779533     225.9099274     3.100277662     41.13636017     48638336.00     59.23259354     3.000000000     12.55612278     322.0599976     112.8799973
     1.000000000     9.000000000     84.00000000     3.000000000     25.00000000     2011.000000     1.000000000     57.00000000     59.61599350     209505723.0     14.00000000     555.4001465     18.50399590     226.3720398     3.131110907     41.13949203     48638792.00     59.23259354     3.000000000     7.436828136     302.9599915     105.0000000
     1.000000000     9.000000000     84.00000000     3.000000000     25.00000000     2011.000000     1.000000000     58.00000000     49.64159393     209505773.0     14.00000000     611.4388428     15.36514091     226.8010406     3.159722328     41.14262772     48639248.00     59.23259354     3.000000000     7.129745960     297.0400085     102.9400024
