subcat,short_name,name,unit,unit_conv
0,"TOZNE","Total ozone","Dobson",UC_NONE
1,"O3MR","Ozone mixing ratio","kg/kg",UC_NONE
2,"TCIOZ","Total column integrated ozone","Dobson",UC_NONE
