subcat,short_name,name,unit,unit_conv
0,"TSEC","Seconds prior to initial reference time (defined in Section 1)","s",UC_NONE
1,"GEOLAT","Geographical Latitude","deg N",UC_NONE
2,"GEOLON","Geographical Longitude","deg E",UC_NONE
3,"DSLOBS","Days Since Last Observation","d",UC_NONE
